Wall time,Step,Value
1697494542.797881,100,0.03199940174818039
1697494675.30726,200,0.03733279928565025
1697494807.349915,300,0.042666200548410416
1697494938.946786,400,0.04799959808588028
1697495070.508285,500,0.05333299934864044
1697495201.801445,600,0.058666400611400604
1697495333.280949,700,0.06399980187416077
1697495464.417909,800,0.06933319568634033
1697495596.486279,900,0.07466660439968109
1697495730.677157,1000,0.07999999821186066
1697495862.001513,1100,0.079999178647995
1697495992.012341,1200,0.07999670505523682
1697496122.422377,1300,0.07999259978532791
1697496254.837401,1400,0.07998684793710709
1697496391.680602,1500,0.07997944951057434
1697496523.369286,1600,0.07997040450572968
1697496656.253889,1700,0.07995972037315369
1697496786.531826,1800,0.07994739711284637
1697496917.856069,1900,0.07993341982364655
1697497053.637411,2000,0.07991781085729599
1697497183.709247,2100,0.07990056276321411
1697497311.215889,2200,0.07988166809082031
1697497439.821284,2300,0.07986114174127579
1697497567.7887,2400,0.07983896881341934
1697497695.502463,2500,0.07981516420841217
1697497823.651984,2600,0.07978972047567368
1697497952.161524,2700,0.07976263761520386
1697498080.08002,2800,0.07973392307758331
1697498207.941317,2900,0.07970357686281204
1697498336.422522,3000,0.07967159897089005
1697498464.8349,3100,0.07963798940181732
1697498592.822472,3200,0.07960274815559387
1697498720.734321,3300,0.07956588268280029
1697498848.849443,3400,0.07952738553285599
1697498976.889851,3500,0.07948727160692215
1697499105.206198,3600,0.07944552600383759
1697499234.69608,3700,0.07940216362476349
1697499363.856321,3800,0.07935718446969986
1697499492.71477,3900,0.0793105810880661
1697499621.986948,4000,0.07926236093044281
1697499751.616942,4100,0.07921253144741058
1697499880.463683,4200,0.07916109263896942
1697500013.644225,4300,0.07910803705453873
1697500146.952288,4400,0.0790533795952797
1697500276.513616,4500,0.07899711281061172
1697500405.532121,4600,0.07893924415111542
1697500534.917794,4700,0.07887978106737137
1697500664.079843,4800,0.07881870865821838
1697500792.78515,4900,0.07875604927539825
1697500921.721766,5000,0.07869179546833038
1697501052.204596,5100,0.07862594723701477
1697501181.641978,5200,0.07855851203203201
1697501311.230197,5300,0.07848948985338211
1697501441.601291,5400,0.07841889560222626
1697501570.695205,5500,0.07834671437740326
1697501699.547694,5600,0.07827295362949371
1697501828.404287,5700,0.07819762825965881
1697501957.927575,5800,0.07812072336673737
1697502086.919653,5900,0.07804225385189056
1697502216.00782,6000,0.077962227165699
1697502345.820189,6100,0.07788063585758209
1697502475.042074,6200,0.07779748737812042
1697502604.734714,6300,0.07771278917789459
1697502733.69934,6400,0.077626533806324
1697502863.925935,6500,0.07753873616456985
1697502993.749743,6600,0.07744938880205154
1697503123.012822,6700,0.07735851407051086
1697503252.270958,6800,0.07726609706878662
1697503381.548338,6900,0.07717214524745941
1697503510.742307,7000,0.07707667350769043
1697503641.129204,7100,0.07697966694831848
1697503778.146147,7200,0.07688114792108536
1697503909.290539,7300,0.07678110897541046
1697504038.408174,7400,0.07667956501245499
1697504169.25787,7500,0.07657650113105774
1697504298.861187,7600,0.07647193968296051
1697504428.811768,7700,0.0763658806681633
1697504558.095617,7800,0.0762583315372467
1697504688.324744,7900,0.07614927738904953
1697504818.145167,8000,0.07603874802589417
1697504948.157429,8100,0.07592674344778061
1697505077.847214,8200,0.07581325620412827
1697505207.44268,8300,0.07569828629493713
1697505336.701131,8400,0.0755818635225296
1697505475.510648,8500,0.07546397298574448
1697505618.009332,8600,0.07534461468458176
1697505751.240725,8700,0.07522381842136383
1697505879.790582,8800,0.0751015692949295
1697506008.780257,8900,0.07497787475585938
1697506137.983692,9000,0.07485274970531464
1697506266.765076,9100,0.07472618669271469
1697506395.072259,9200,0.07459819316864014
1697506525.746933,9300,0.07446878403425217
1697506654.428329,9400,0.07433794438838959
1697506782.945181,9500,0.07420570403337479
1697506911.758366,9600,0.07407206296920776
1697507040.280997,9700,0.07393701374530792
1697507168.931048,9800,0.07380057126283646
1697507297.983059,9900,0.07366273552179337
1697507429.541715,10000,0.07352352142333984
