Wall time,Step,Value
1691423728.695444,100,0.03199940174818039
1691423847.35577,200,0.03733279928565025
1691423965.574694,300,0.042666200548410416
1691424084.877662,400,0.04799959808588028
1691424205.518746,500,0.05333299934864044
1691424325.430956,600,0.058666400611400604
1691424446.405503,700,0.06399980187416077
1691424566.979328,800,0.06933319568634033
1691424687.110334,900,0.07466660439968109
1691497133.444182,100,0.03199940174818039
1691497258.235293,200,0.03733279928565025
1691497383.98645,300,0.042666200548410416
1691498199.293611,100,0.03199940174818039
1691498459.269922,200,0.03733279928565025
1691498722.187986,300,0.042666200548410416
1691498962.793325,400,0.04799959808588028
1691499203.19663,500,0.05333299934864044
1691499448.436806,600,0.058666400611400604
1691499691.17678,700,0.06399980187416077
1691499932.537568,800,0.06933319568634033
1691500175.727907,900,0.07466660439968109
1691500431.540896,1000,0.07999999821186066
1691500686.659505,1100,0.079999178647995
1691500927.70729,1200,0.07999670505523682
1691501168.599878,1300,0.07999259978532791
1691501414.67745,1400,0.07998684793710709
1691501657.725611,1500,0.07997944951057434
1691501900.714137,1600,0.07997040450572968
1691502146.444408,1700,0.07995972037315369
1691502389.948928,1800,0.07994739711284637
1691502632.755365,1900,0.07993341982364655
1691502878.649327,2000,0.07991781085729599
